,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
6825,23,student,single,unknown,no,no,no,cellular,jul,tue,165.0,2,16,1,success,yes
6826,35,admin.,single,high.school,no,yes,no,cellular,may,thu,187.0,1,999,0,nonexistent,no
6827,47,services,married,high.school,no,yes,no,telephone,jun,tue,187.0,1,999,0,nonexistent,no
6828,57,retired,single,professional.course,no,yes,no,telephone,may,mon,188.0,1,999,0,nonexistent,no
6829,29,admin.,single,high.school,no,yes,yes,cellular,jun,tue,100.0,2,999,0,nonexistent,no
6830,43,technician,single,professional.course,unknown,no,no,cellular,jul,wed,528.0,9,999,0,nonexistent,no
6831,44,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,154.0,5,999,0,nonexistent,no
6832,37,technician,single,university.degree,no,yes,no,telephone,may,fri,295.0,1,999,0,nonexistent,no
6833,38,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,403.0,2,999,0,nonexistent,no
6834,46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245.0,1,999,0,nonexistent,no
6835,37,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,1012.0,1,999,0,nonexistent,no
6836,35,services,single,high.school,no,no,no,cellular,jul,tue,191.0,1,999,0,nonexistent,no
6837,49,technician,married,professional.course,no,yes,no,cellular,jul,mon,534.0,3,999,0,nonexistent,no
6838,48,admin.,married,university.degree,no,no,no,telephone,may,mon,155.0,2,999,0,nonexistent,no
6839,46,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,118.0,1,999,0,nonexistent,no
6840,37,technician,single,high.school,no,yes,no,cellular,aug,wed,133.0,1,999,0,nonexistent,no
6841,56,retired,married,basic.4y,no,yes,yes,telephone,may,tue,112.0,1,999,0,nonexistent,no
6842,46,services,divorced,high.school,no,no,no,telephone,may,fri,56.0,3,999,0,nonexistent,no
6843,59,housemaid,married,basic.6y,no,no,no,telephone,jun,fri,207.0,3,999,0,nonexistent,no
6844,35,unemployed,married,basic.9y,unknown,unknown,unknown,telephone,jun,wed,60.0,4,999,0,nonexistent,no
6845,45,management,married,university.degree,unknown,no,no,cellular,jul,mon,208.0,2,999,0,nonexistent,no
6846,40,admin.,married,university.degree,no,yes,no,cellular,aug,wed,335.0,2,999,0,nonexistent,no
6847,29,technician,single,professional.course,no,no,no,telephone,may,thu,7.0,7,999,0,nonexistent,no
6848,36,admin.,married,university.degree,no,yes,no,cellular,aug,tue,223.0,4,999,0,nonexistent,no
6849,28,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,151.0,7,999,0,nonexistent,no
6850,33,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,130.0,1,999,0,nonexistent,no
6851,48,admin.,married,high.school,no,yes,no,cellular,nov,fri,162.0,2,999,0,nonexistent,no
6852,45,blue-collar,single,basic.4y,no,yes,no,cellular,may,wed,161.0,2,999,0,nonexistent,no
6853,31,technician,single,university.degree,no,no,no,cellular,aug,mon,249.0,3,999,0,nonexistent,no
6854,37,management,married,university.degree,no,no,yes,cellular,nov,wed,611.0,2,999,0,nonexistent,no
6855,41,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,182.0,3,999,0,nonexistent,no
6856,35,management,married,high.school,no,yes,no,cellular,may,wed,95.0,1,999,1,failure,no
6857,56,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,wed,202.0,2,999,0,nonexistent,no
6858,31,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,wed,168.0,2,999,0,nonexistent,no
6859,29,admin.,single,high.school,unknown,yes,no,cellular,jul,fri,139.0,2,999,0,nonexistent,no
6860,34,technician,single,professional.course,no,no,no,cellular,jul,thu,28.0,1,999,0,nonexistent,no
6861,31,admin.,married,high.school,no,yes,no,telephone,nov,mon,673.0,2,999,0,nonexistent,no
6862,49,blue-collar,married,unknown,unknown,yes,no,cellular,aug,mon,36.0,4,999,0,nonexistent,no
6863,40,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,thu,160.0,1,999,0,nonexistent,no
6864,24,management,married,unknown,no,no,no,cellular,mar,fri,93.0,5,999,0,nonexistent,no
6865,44,services,married,high.school,no,yes,no,telephone,jun,fri,40.0,3,999,0,nonexistent,no
6866,44,technician,divorced,high.school,unknown,yes,no,cellular,aug,fri,229.0,1,999,0,nonexistent,no
6867,39,technician,married,professional.course,no,yes,no,telephone,may,fri,159.0,1,999,0,nonexistent,no
6868,28,management,single,university.degree,no,yes,no,cellular,jul,wed,35.0,9,999,0,nonexistent,no
6869,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,36.0,5,999,0,nonexistent,no
6870,36,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,233.0,3,999,0,nonexistent,no
6871,50,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,fri,132.0,1,999,0,nonexistent,no
6872,27,student,single,high.school,unknown,yes,no,cellular,jul,mon,54.0,3,999,0,nonexistent,no
6873,44,technician,divorced,unknown,no,no,no,telephone,jul,tue,222.0,3,999,0,nonexistent,no
6874,42,admin.,single,high.school,no,no,no,cellular,sep,wed,638.0,1,14,1,success,yes
6875,50,self-employed,unknown,basic.6y,no,no,no,cellular,nov,wed,968.0,1,999,0,nonexistent,no
6876,30,student,single,high.school,no,yes,yes,cellular,apr,mon,102.0,3,10,1,success,no
6877,69,housemaid,married,basic.4y,no,no,no,telephone,aug,mon,420.0,4,999,0,nonexistent,no
6878,63,retired,divorced,basic.4y,no,yes,no,cellular,aug,fri,153.0,2,3,1,success,no
6879,44,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,34.0,2,999,0,nonexistent,no
6880,34,services,married,high.school,no,yes,no,cellular,jul,mon,206.0,6,999,0,nonexistent,no
6881,32,technician,divorced,high.school,no,no,no,cellular,nov,fri,50.0,1,999,0,nonexistent,no
6882,45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,328.0,1,999,0,nonexistent,no
6883,28,student,single,high.school,unknown,no,no,telephone,jun,tue,256.0,9,999,0,nonexistent,no
6884,39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,123.0,2,999,0,nonexistent,no
6885,35,technician,married,professional.course,no,no,no,telephone,jun,wed,417.0,1,999,0,nonexistent,no
6886,24,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,126.0,4,999,0,nonexistent,no
6887,26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,295.0,1,999,0,nonexistent,no
6888,46,admin.,married,high.school,unknown,no,no,cellular,apr,mon,11.0,5,999,2,failure,no
6889,35,admin.,single,university.degree,no,yes,yes,telephone,may,fri,218.0,1,999,0,nonexistent,no
6890,55,admin.,married,university.degree,no,no,no,cellular,aug,wed,54.0,6,999,0,nonexistent,no
6891,59,unknown,married,unknown,no,yes,no,cellular,may,mon,8.0,7,6,1,success,no
6892,37,admin.,married,university.degree,no,yes,no,telephone,jul,tue,135.0,3,999,0,nonexistent,no
6893,26,entrepreneur,married,professional.course,no,no,no,telephone,may,fri,75.0,10,999,2,failure,no
6894,59,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,203.0,1,4,1,success,yes
6895,29,admin.,single,basic.9y,unknown,no,no,telephone,may,wed,272.0,1,999,0,nonexistent,no
6896,32,admin.,married,university.degree,no,no,no,cellular,nov,tue,138.0,2,999,0,nonexistent,no
6897,37,unemployed,married,university.degree,unknown,no,no,telephone,jun,mon,198.0,1,999,0,nonexistent,yes
6898,42,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,183.0,4,999,0,nonexistent,no
6899,32,management,single,university.degree,no,no,no,cellular,mar,mon,93.0,2,999,1,failure,no
6900,36,admin.,married,university.degree,no,yes,no,cellular,may,tue,196.0,1,999,0,nonexistent,yes
6901,56,entrepreneur,married,unknown,unknown,no,no,telephone,jun,mon,41.0,2,999,0,nonexistent,no
6902,31,services,single,high.school,no,yes,no,telephone,may,fri,31.0,9,999,0,nonexistent,no
6903,38,technician,married,professional.course,no,no,no,telephone,may,thu,436.0,1,999,0,nonexistent,no
6904,49,unknown,married,high.school,unknown,yes,no,telephone,may,tue,43.0,1,999,0,nonexistent,no
6905,33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,thu,1867.0,6,999,0,nonexistent,yes
6906,34,admin.,married,university.degree,no,no,no,cellular,aug,wed,126.0,2,999,0,nonexistent,no
6907,57,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,161.0,1,999,0,nonexistent,no
6908,29,technician,married,university.degree,no,no,no,cellular,apr,mon,135.0,3,999,1,failure,no
6909,31,blue-collar,divorced,unknown,no,yes,no,cellular,jul,fri,596.0,1,999,0,nonexistent,no
6910,73,retired,single,professional.course,no,no,no,cellular,apr,fri,291.0,1,6,3,success,yes
6911,34,admin.,married,university.degree,no,no,yes,cellular,sep,wed,245.0,3,999,0,nonexistent,yes
6912,34,services,married,high.school,unknown,yes,no,telephone,may,tue,309.0,1,999,0,nonexistent,no
6913,31,management,married,high.school,no,yes,no,telephone,jun,mon,322.0,5,999,0,nonexistent,no
6914,56,unknown,single,basic.9y,no,no,no,cellular,jul,mon,102.0,2,999,0,nonexistent,no
6915,33,technician,single,high.school,no,yes,no,cellular,jul,fri,270.0,1,999,0,nonexistent,no
6916,42,entrepreneur,married,university.degree,no,yes,no,cellular,may,mon,265.0,1,999,0,nonexistent,no
6917,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,105.0,3,999,0,nonexistent,no
6918,33,housemaid,married,basic.9y,no,yes,no,cellular,aug,fri,147.0,1,999,0,nonexistent,no
6919,40,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,jun,fri,100.0,1,999,0,nonexistent,no
6920,36,technician,married,university.degree,no,no,yes,cellular,may,mon,287.0,2,999,1,failure,yes
6921,38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,530.0,2,999,0,nonexistent,no
6922,39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,405.0,2,999,0,nonexistent,no
6923,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,457.0,1,999,0,nonexistent,no
6924,33,management,single,university.degree,no,yes,no,cellular,jun,wed,442.0,2,999,3,failure,no
6925,34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,153.0,3,999,0,nonexistent,no
6926,32,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,1080.0,3,999,0,nonexistent,yes
6927,57,management,married,university.degree,no,yes,yes,cellular,nov,tue,609.0,2,999,1,failure,yes
6928,25,admin.,single,university.degree,no,no,no,cellular,jul,fri,835.0,1,999,0,nonexistent,no
6929,39,services,married,high.school,no,no,no,cellular,sep,tue,65.0,1,999,0,nonexistent,yes
6930,41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,75.0,1,999,1,failure,no
6931,43,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,54.0,4,999,0,nonexistent,no
6932,27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,398.0,4,999,1,failure,yes
6933,47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,199.0,1,999,0,nonexistent,no
6934,53,technician,married,professional.course,no,yes,no,telephone,may,mon,25.0,1,999,0,nonexistent,no
6935,58,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,281.0,1,999,0,nonexistent,no
6936,30,admin.,single,university.degree,no,no,no,cellular,aug,mon,68.0,2,999,0,nonexistent,no
6937,31,services,single,high.school,no,no,no,telephone,jun,fri,422.0,6,999,0,nonexistent,yes
6938,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924.0,3,999,0,nonexistent,yes
6939,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,905.0,1,999,1,failure,no
6940,60,admin.,married,university.degree,no,no,no,cellular,jul,fri,316.0,1,6,2,success,yes
6941,32,admin.,married,university.degree,no,yes,yes,cellular,mar,mon,78.0,3,999,0,nonexistent,no
6942,32,management,single,university.degree,no,no,no,telephone,may,wed,59.0,1,999,0,nonexistent,no
6943,29,student,single,high.school,no,no,no,cellular,dec,wed,390.0,1,999,0,nonexistent,no
6944,34,unemployed,single,university.degree,no,no,no,telephone,jun,mon,409.0,4,999,0,nonexistent,no
6945,31,technician,single,high.school,no,yes,no,cellular,nov,wed,77.0,4,999,0,nonexistent,no
6946,31,blue-collar,single,high.school,no,no,no,cellular,may,wed,153.0,1,999,0,nonexistent,no
6947,39,admin.,single,university.degree,no,no,no,cellular,aug,thu,421.0,1,999,0,nonexistent,no
6948,44,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,265.0,5,999,0,nonexistent,no
6949,32,admin.,married,high.school,no,yes,no,cellular,sep,mon,156.0,2,999,1,failure,no
6950,33,self-employed,single,professional.course,no,yes,yes,telephone,oct,fri,193.0,1,999,1,failure,no
6951,54,services,married,basic.6y,no,yes,no,cellular,jul,thu,86.0,4,999,0,nonexistent,no
6952,42,blue-collar,divorced,basic.6y,no,no,no,cellular,may,wed,323.0,1,999,0,nonexistent,no
6953,34,admin.,single,high.school,no,yes,no,cellular,may,wed,239.0,1,999,1,failure,no
6954,32,technician,single,high.school,no,no,no,cellular,aug,tue,106.0,5,999,0,nonexistent,no
6955,33,management,single,university.degree,no,yes,no,cellular,jul,wed,65.0,1,999,0,nonexistent,no
6956,40,management,married,university.degree,unknown,yes,no,cellular,jul,mon,16.0,34,999,0,nonexistent,no
6957,31,admin.,divorced,high.school,no,no,yes,telephone,may,fri,100.0,4,999,0,nonexistent,no
6958,30,student,single,university.degree,no,no,no,cellular,jul,tue,109.0,3,999,0,nonexistent,no
6959,29,technician,married,professional.course,no,no,no,telephone,may,tue,128.0,6,999,0,nonexistent,no
6960,35,admin.,single,basic.4y,unknown,yes,no,telephone,may,wed,398.0,1,999,0,nonexistent,no
6961,38,management,married,university.degree,no,no,yes,cellular,nov,fri,79.0,1,999,0,nonexistent,no
6962,41,services,married,professional.course,no,yes,yes,cellular,jul,fri,348.0,2,999,0,nonexistent,no
6963,45,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,219.0,1,999,0,nonexistent,no
6964,47,management,married,university.degree,no,yes,no,cellular,aug,mon,182.0,2,999,6,failure,no
6965,48,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,212.0,4,999,0,nonexistent,no
6966,48,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,110.0,4,999,0,nonexistent,no
6967,50,blue-collar,single,professional.course,no,no,no,cellular,may,wed,425.0,2,999,0,nonexistent,no
6968,31,blue-collar,married,university.degree,no,yes,no,cellular,may,fri,1286.0,1,999,0,nonexistent,no
6969,24,admin.,single,high.school,no,no,no,telephone,jun,thu,131.0,1,999,0,nonexistent,no
6970,52,services,married,high.school,unknown,yes,no,cellular,mar,thu,177.0,2,11,3,failure,yes
6971,34,services,married,high.school,no,no,no,cellular,apr,wed,543.0,2,999,1,failure,no
6972,56,housemaid,divorced,high.school,no,no,no,telephone,may,fri,390.0,2,999,0,nonexistent,no
6973,46,admin.,single,high.school,unknown,no,no,cellular,jul,thu,75.0,1,999,0,nonexistent,no
6974,49,entrepreneur,married,basic.4y,unknown,yes,no,cellular,may,wed,217.0,2,999,0,nonexistent,no
6975,30,admin.,single,university.degree,no,yes,no,cellular,may,thu,241.0,2,999,1,failure,no
6976,36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,fri,14.0,7,999,0,nonexistent,no
6977,47,blue-collar,married,basic.4y,no,no,yes,cellular,aug,thu,274.0,3,999,0,nonexistent,no
6978,40,admin.,single,university.degree,no,no,no,cellular,nov,wed,267.0,2,999,0,nonexistent,no
6979,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1051.0,3,999,0,nonexistent,yes
6980,43,management,married,university.degree,unknown,yes,no,cellular,aug,tue,268.0,2,999,0,nonexistent,no
6981,51,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,211.0,1,999,1,failure,no
6982,26,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,112.0,3,999,0,nonexistent,no
6983,28,services,married,high.school,no,no,no,cellular,jul,tue,289.0,1,999,0,nonexistent,no
6984,48,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,349.0,1,999,1,failure,no
6985,60,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,221.0,3,999,0,nonexistent,no
6986,51,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,256.0,2,999,0,nonexistent,no
6987,58,housemaid,married,university.degree,no,yes,no,cellular,jul,tue,597.0,5,999,0,nonexistent,no
6988,22,technician,single,university.degree,no,no,no,cellular,may,fri,382.0,1,999,0,nonexistent,yes
6989,33,self-employed,married,university.degree,no,no,no,telephone,jun,wed,113.0,2,999,0,nonexistent,no
6990,34,technician,married,high.school,no,no,yes,telephone,may,tue,174.0,4,999,0,nonexistent,no
6991,35,technician,married,university.degree,unknown,no,no,telephone,jun,tue,194.0,1,999,0,nonexistent,no
6992,45,unemployed,divorced,high.school,no,no,no,cellular,may,wed,90.0,1,999,0,nonexistent,no
6993,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,71.0,2,999,0,nonexistent,no
6994,26,admin.,single,high.school,no,no,no,cellular,jul,mon,226.0,4,999,0,nonexistent,no
6995,30,technician,single,university.degree,no,no,no,cellular,aug,fri,147.0,2,999,0,nonexistent,no
6996,73,retired,married,university.degree,no,no,no,telephone,aug,mon,245.0,4,999,0,nonexistent,no
6997,44,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,188.0,1,999,0,nonexistent,no
6998,46,admin.,married,university.degree,no,no,no,cellular,jul,tue,340.0,3,999,0,nonexistent,no
6999,40,services,married,high.school,no,yes,no,telephone,may,fri,288.0,3,999,0,nonexistent,no
7000,34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,104.0,2,999,1,failure,no
7001,33,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,103.0,3,999,0,nonexistent,no
7002,53,admin.,married,high.school,unknown,no,no,cellular,aug,thu,201.0,1,999,0,nonexistent,no
7003,31,services,divorced,high.school,no,yes,no,cellular,apr,mon,97.0,1,999,0,nonexistent,no
7004,41,admin.,married,basic.9y,no,no,no,telephone,may,tue,97.0,5,999,0,nonexistent,no
7005,38,services,single,basic.9y,no,yes,no,telephone,may,thu,193.0,1,999,0,nonexistent,no
7006,33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,72.0,2,999,0,nonexistent,no
7007,54,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,235.0,2,999,0,nonexistent,yes
7008,36,admin.,divorced,high.school,no,no,no,telephone,may,tue,138.0,4,999,0,nonexistent,no
7009,42,unemployed,married,unknown,no,yes,no,telephone,aug,thu,280.0,7,999,0,nonexistent,no
7010,47,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,269.0,1,999,0,nonexistent,no
7011,30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,27.0,3,999,0,nonexistent,no
7012,50,housemaid,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,66.0,7,999,0,nonexistent,no
7013,35,admin.,single,high.school,no,no,no,cellular,apr,fri,146.0,2,5,2,success,no
7014,32,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,160.0,1,999,0,nonexistent,no
7015,57,services,married,high.school,unknown,yes,no,cellular,may,wed,76.0,7,1,2,success,no
7016,74,retired,married,university.degree,no,no,no,cellular,apr,thu,200.0,1,999,0,nonexistent,yes
7017,52,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,104.0,2,999,0,nonexistent,no
7018,42,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1059.0,3,999,0,nonexistent,no
7019,36,technician,married,professional.course,no,yes,no,telephone,jun,thu,21.0,1,999,0,nonexistent,no
7020,46,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,192.0,1,999,0,nonexistent,no
7021,51,technician,single,university.degree,no,no,no,cellular,jun,fri,657.0,1,999,0,nonexistent,yes
7022,39,technician,married,university.degree,no,yes,yes,cellular,nov,thu,42.0,1,999,0,nonexistent,no
7023,35,services,married,high.school,no,yes,no,telephone,may,wed,126.0,1,999,0,nonexistent,no
7024,39,technician,married,university.degree,no,no,yes,cellular,nov,tue,1437.0,2,999,0,nonexistent,yes
7025,37,admin.,married,high.school,no,yes,no,cellular,nov,mon,101.0,3,3,1,success,no
7026,35,management,married,high.school,no,yes,no,telephone,nov,tue,159.0,1,999,0,nonexistent,no
7027,47,management,married,high.school,no,no,no,cellular,may,wed,282.0,1,999,0,nonexistent,no
7028,34,technician,married,professional.course,unknown,yes,no,telephone,may,wed,109.0,1,999,0,nonexistent,no
7029,31,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,mon,88.0,6,999,0,nonexistent,no
7030,60,entrepreneur,married,basic.4y,no,no,no,telephone,may,thu,71.0,2,999,0,nonexistent,no
7031,47,blue-collar,married,high.school,no,no,yes,cellular,may,fri,168.0,2,999,0,nonexistent,no
7032,48,blue-collar,married,high.school,no,no,no,cellular,may,tue,252.0,2,999,0,nonexistent,no
7033,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,74.0,2,999,0,nonexistent,no
7034,28,blue-collar,divorced,basic.4y,no,no,no,telephone,jul,fri,327.0,1,999,0,nonexistent,no
7035,58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,663.0,1,999,0,nonexistent,yes
7036,35,management,married,university.degree,no,yes,yes,cellular,aug,wed,239.0,1,999,0,nonexistent,no
7037,28,technician,single,professional.course,no,yes,no,cellular,jul,tue,185.0,2,999,0,nonexistent,no
7038,31,technician,married,university.degree,no,no,no,cellular,aug,wed,60.0,1,999,0,nonexistent,no
7039,36,admin.,single,university.degree,no,no,no,cellular,nov,wed,106.0,1,999,1,failure,no
7040,32,technician,married,high.school,no,yes,no,cellular,may,mon,329.0,3,999,0,nonexistent,no
7041,36,housemaid,married,basic.4y,no,no,no,telephone,may,mon,85.0,1,999,0,nonexistent,no
7042,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,48.0,4,999,1,failure,no
7043,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,71.0,7,999,0,nonexistent,no
7044,54,management,married,university.degree,no,yes,no,cellular,nov,thu,68.0,2,999,0,nonexistent,no
7045,23,blue-collar,single,high.school,no,yes,no,cellular,may,mon,115.0,1,999,0,nonexistent,no
7046,34,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,210.0,1,999,0,nonexistent,no
7047,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,123.0,4,999,0,nonexistent,no
7048,31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,232.0,3,999,0,nonexistent,no
7049,50,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,878.0,3,999,0,nonexistent,no
7050,59,retired,divorced,university.degree,no,no,no,telephone,jun,mon,605.0,6,999,0,nonexistent,yes
7051,55,management,divorced,university.degree,no,no,yes,cellular,apr,mon,916.0,1,999,0,nonexistent,no
7052,42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154.0,1,999,0,nonexistent,no
7053,56,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,479.0,4,999,0,nonexistent,no
7054,56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,214.0,10,999,0,nonexistent,no
7055,27,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,185.0,1,999,0,nonexistent,no
7056,56,retired,divorced,basic.4y,no,no,yes,cellular,jul,wed,246.0,3,999,0,nonexistent,no
7057,42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,127.0,1,999,0,nonexistent,no
7058,40,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,488.0,1,999,0,nonexistent,no
7059,55,admin.,married,basic.4y,no,no,no,cellular,jul,thu,134.0,1,999,0,nonexistent,no
7060,47,admin.,divorced,high.school,no,yes,no,cellular,may,tue,816.0,1,999,1,failure,no
7061,37,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,214.0,1,999,0,nonexistent,no
7062,27,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,44.0,1,999,0,nonexistent,no
7063,47,services,divorced,unknown,no,yes,no,cellular,aug,tue,113.0,2,999,1,failure,yes
7064,31,services,married,high.school,unknown,no,no,telephone,may,tue,231.0,1,999,0,nonexistent,no
7065,47,technician,divorced,high.school,no,no,no,cellular,jul,thu,202.0,3,999,0,nonexistent,no
7066,36,admin.,married,high.school,unknown,no,no,cellular,may,mon,899.0,3,999,0,nonexistent,yes
7067,33,student,single,unknown,no,yes,no,cellular,nov,fri,353.0,2,999,1,failure,no
7068,52,retired,married,high.school,no,no,no,telephone,jun,thu,48.0,2,999,0,nonexistent,no
7069,44,admin.,divorced,high.school,unknown,yes,no,telephone,may,wed,800.0,1,999,0,nonexistent,no
7070,32,admin.,single,professional.course,no,no,yes,telephone,jun,mon,213.0,1,999,0,nonexistent,no
7071,41,technician,married,professional.course,no,no,no,cellular,aug,tue,269.0,1,999,0,nonexistent,no
7072,42,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,130.0,1,999,0,nonexistent,no
7073,45,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,177.0,1,999,0,nonexistent,no
7074,26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,474.0,7,999,0,nonexistent,yes
7075,32,self-employed,single,professional.course,unknown,yes,no,cellular,may,thu,161.0,3,999,0,nonexistent,no
7076,26,services,divorced,basic.6y,no,no,no,telephone,may,wed,281.0,15,999,0,nonexistent,no
7077,46,management,married,university.degree,no,yes,no,cellular,may,thu,293.0,2,999,0,nonexistent,no
7078,35,self-employed,single,professional.course,no,yes,no,cellular,nov,mon,128.0,2,999,0,nonexistent,no
7079,42,services,married,high.school,no,no,no,telephone,jun,mon,217.0,4,999,0,nonexistent,no
7080,35,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,466.0,2,999,0,nonexistent,no
7081,38,services,single,high.school,no,yes,no,cellular,aug,thu,235.0,1,999,0,nonexistent,no
7082,38,management,divorced,university.degree,no,no,no,cellular,nov,mon,136.0,2,999,1,failure,no
7083,58,technician,married,basic.4y,unknown,yes,yes,telephone,jun,fri,269.0,1,999,0,nonexistent,no
7084,55,technician,single,professional.course,no,no,no,cellular,nov,mon,99.0,2,999,0,nonexistent,no
7085,30,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,445.0,2,999,0,nonexistent,no
7086,40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,527.0,1,999,0,nonexistent,no
7087,35,blue-collar,single,unknown,no,no,no,telephone,jun,wed,124.0,4,999,0,nonexistent,no
7088,42,technician,single,high.school,no,no,no,telephone,jun,thu,220.0,1,999,0,nonexistent,no
7089,56,retired,married,professional.course,no,yes,no,cellular,jul,wed,1066.0,2,999,0,nonexistent,no
7090,30,admin.,married,high.school,unknown,yes,no,cellular,nov,wed,246.0,3,999,0,nonexistent,no
7091,46,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1091.0,3,999,0,nonexistent,yes
7092,31,admin.,single,university.degree,no,yes,no,cellular,jun,mon,181.0,1,999,0,nonexistent,no
7093,33,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,339.0,1,999,1,failure,no
7094,34,technician,married,high.school,no,yes,no,cellular,aug,wed,99.0,3,999,0,nonexistent,no
7095,28,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,14.0,2,999,0,nonexistent,no
7096,34,admin.,married,university.degree,no,yes,no,cellular,may,wed,135.0,1,999,0,nonexistent,no
7097,36,blue-collar,married,basic.6y,no,no,no,cellular,nov,tue,246.0,1,999,1,failure,no
7098,27,unemployed,single,university.degree,no,yes,yes,cellular,jul,thu,538.0,2,999,0,nonexistent,yes
